neck_flexion,trunk_flexion,left_shoulder_elev,right_shoulder_elev,shoulder_symmetry,alignment_deviation,knee_angle,forward_head_posture,head_tilt_angle,wrist_deviation_angle,stance_stability,weight_shift_offset,lower_body_visible,upper_body_visible,body_visibility,frame_name,source_video,frame_idx,task_label,timestamp_sec
156.21,145.06,142.44,153.1,15.51,31.21,178.6,44.35,44.35,117.18,0.7,2.81,True,True,2.0,yt_04_001600.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1600,Assembly Work,64.0
18.83,73.79,58.2,76.61,2.28,12.3,175.46,2.53,2.53,39.64,0.7,0.54,True,True,2.0,yt_04_001650.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1650,Assembly Work,66.0
177.69,150.69,154.0,145.39,11.97,12.01,81.84,51.42,51.42,7.13,0.7,9.32,True,True,2.0,yt_04_001700.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1700,Assembly Work,68.0
177.82,150.62,104.03,130.1,3.46,12.21,77.57,65.12,65.12,48.71,0.7,5.61,True,True,2.0,yt_04_001750.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1750,Assembly Work,70.0
173.49,155.57,96.91,98.49,12.68,12.42,73.67,64.66,64.66,84.12,0.7,6.78,True,True,2.0,yt_04_001800.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1800,Assembly Work,72.0
175.7,154.61,98.03,98.62,11.23,12.14,74.46,63.05,63.05,85.07,0.7,6.37,True,True,2.0,yt_04_001850.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1850,Assembly Work,74.0
175.14,153.91,96.89,95.33,6.55,12.27,76.58,62.01,62.01,85.0,0.7,6.29,True,True,2.0,yt_04_001900.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1900,Assembly Work,76.0
149.44,118.3,56.1,55.61,0.24,13.88,164.87,50.45,50.45,97.12,0.7,1.85,True,True,2.0,yt_04_001950.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,1950,Assembly Work,78.0
149.01,118.39,58.68,60.19,1.21,14.06,163.94,51.9,51.9,93.58,0.7,1.81,True,True,2.0,yt_04_002000.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2000,Assembly Work,80.0
143.09,118.84,60.14,54.81,0.11,13.54,169.71,50.08,50.08,95.54,0.7,2.0,True,True,2.0,yt_04_002050.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2050,Assembly Work,82.0
140.7,119.82,59.32,59.9,0.42,13.14,171.33,47.5,47.5,83.84,0.7,1.39,True,True,2.0,yt_04_002100.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2100,Assembly Work,84.0
170.07,157.03,100.84,99.0,12.62,13.13,71.78,61.57,61.57,88.42,0.7,7.4,True,True,2.0,yt_04_002200.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2200,Assembly Work,88.0
174.96,154.65,101.17,99.6,11.73,12.39,73.81,60.98,60.98,90.74,0.7,6.52,True,True,2.0,yt_04_002250.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2250,Assembly Work,90.0
173.89,152.34,99.35,100.58,12.31,12.19,77.18,63.51,63.51,87.28,0.7,5.63,True,True,2.0,yt_04_002300.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2300,Assembly Work,92.0
173.87,153.63,100.22,97.48,4.9,12.31,78.32,61.84,61.84,87.83,0.7,6.21,True,True,2.0,yt_04_002350.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2350,Assembly Work,94.0
150.6,118.54,56.87,57.67,1.96,13.98,163.03,51.74,51.74,95.94,0.7,1.65,True,True,2.0,yt_04_002400.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2400,Assembly Work,96.0
175.91,135.09,112.2,117.46,19.98,19.52,94.63,115.25,115.25,115.36,0.7,6.25,True,True,2.0,yt_04_002450.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2450,Assembly Work,98.0
153.73,140.89,98.87,93.09,27.76,11.48,60.88,91.06,91.06,104.87,0.7,5.15,True,True,2.0,yt_04_002500.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2500,Assembly Work,100.0
179.03,146.8,156.76,152.91,17.68,27.01,178.23,9.43,9.43,122.82,0.7,1.12,True,True,2.0,yt_04_002550.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2550,Assembly Work,102.0
175.6,146.36,148.88,155.78,8.76,29.19,176.68,16.68,16.68,117.75,0.7,0.92,True,True,2.0,yt_04_002600.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2600,Assembly Work,104.0
140.33,80.48,110.96,78.18,26.0,2.42,29.18,10.63,10.63,36.32,0.7,0.98,True,True,2.0,yt_04_002650.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2650,Assembly Work,106.0
99.57,133.67,124.98,146.66,0.36,8.8,166.02,24.81,24.81,59.37,0.7,0.47,True,True,2.0,yt_04_002700.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2700,Assembly Work,108.0
106.8,132.51,141.71,148.11,9.65,9.98,178.1,23.71,23.71,67.58,0.7,0.41,True,True,2.0,yt_04_002750.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2750,Assembly Work,110.0
3.31,100.87,159.73,173.59,0.17,10.51,92.81,63.75,63.75,16.07,0.7,4.91,True,True,2.0,yt_04_002800.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2800,Assembly Work,112.0
102.99,145.58,119.79,123.05,137.12,21.59,58.18,82.39,82.39,28.02,0.7,31.79,True,True,2.0,yt_04_002900.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2900,Assembly Work,116.0
67.88,159.58,63.23,67.72,17.09,11.1,166.56,13.99,13.99,40.99,0.7,18.29,True,True,2.0,yt_04_002950.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,2950,Assembly Work,118.0
178.98,152.34,104.92,110.54,1.88,12.14,71.23,61.33,61.33,79.71,0.7,5.94,True,True,2.0,yt_04_003050.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3050,Assembly Work,122.0
179.36,130.11,88.3,91.36,1.92,11.48,62.31,48.36,48.36,66.06,0.7,2.35,True,True,2.0,yt_04_003100.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3100,Assembly Work,124.0
179.45,131.44,89.67,91.08,2.36,11.48,67.08,51.9,51.9,68.36,0.7,2.59,True,True,2.0,yt_04_003150.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3150,Assembly Work,126.0
177.81,110.15,88.24,55.52,65.67,17.98,119.99,102.9,102.9,149.45,0.7,2.7,True,True,2.0,yt_04_003250.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3250,Assembly Work,130.0
162.9,144.1,111.46,104.69,30.11,18.21,120.95,79.18,79.18,51.77,0.7,9.01,True,True,2.0,yt_04_003300.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3300,Assembly Work,132.0
164.16,146.69,118.84,28.76,17.4,20.24,92.19,81.04,81.04,126.54,0.7,13.34,True,True,2.0,yt_04_003350.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3350,Assembly Work,134.0
93.27,45.26,20.03,18.61,6.14,4.15,16.59,6.79,6.79,18.27,0.7,2.51,True,True,2.0,yt_04_003450.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3450,Assembly Work,138.0
18.86,56.31,40.41,156.97,5.14,4.23,65.24,8.17,8.17,11.39,0.7,2.09,True,True,2.0,yt_04_003500.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3500,Assembly Work,140.0
172.76,153.06,97.95,93.71,11.43,12.53,71.02,63.44,63.44,87.94,0.7,6.1,True,True,2.0,yt_04_003550.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3550,Assembly Work,142.0
178.57,137.65,55.62,59.28,0.16,8.34,172.51,41.9,41.9,66.01,0.7,3.05,True,True,2.0,yt_04_003600.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3600,Assembly Work,144.0
160.72,145.93,57.42,59.87,11.77,9.43,161.89,34.74,34.74,44.26,0.7,4.18,True,True,2.0,yt_04_003650.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3650,Assembly Work,146.0
176.96,143.07,69.05,69.27,14.82,8.43,158.66,31.95,31.95,56.06,0.7,4.51,True,True,2.0,yt_04_003700.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3700,Assembly Work,148.0
33.5,132.17,41.38,78.81,13.62,11.81,172.67,53.37,53.37,33.21,0.7,3.17,True,True,2.0,yt_04_003750.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3750,Assembly Work,150.0
104.01,142.83,108.49,80.47,19.24,14.56,169.63,17.09,17.09,16.92,0.7,2.6,True,True,2.0,yt_04_003800.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3800,Assembly Work,152.0
88.84,48.79,73.31,4.04,87.03,11.43,134.8,56.83,56.83,52.9,0.7,14.73,True,True,2.0,yt_04_003850.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3850,Assembly Work,154.0
168.69,153.01,118.74,97.58,48.6,20.87,67.86,117.13,117.13,113.64,0.7,11.98,True,True,2.0,yt_04_003900.jpg,Ergonomic Risks in Manufacturing Assembly Lines.mp4,3900,Assembly Work,156.0
158.87,138.23,114.05,107.26,17.37,11.95,104.09,48.79,48.79,55.18,0.7,0.95,True,True,2.0,yt_05_000150.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,150,Neutral Standing,6.0
167.94,145.48,78.24,88.37,9.01,11.61,35.77,51.96,51.96,38.26,0.7,3.51,True,True,2.0,yt_05_000200.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,200,Neutral Standing,8.0
147.48,138.06,111.62,114.17,5.77,10.82,67.47,40.64,40.64,40.44,0.7,0.78,True,True,2.0,yt_05_000250.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,250,Neutral Standing,10.0
120.26,145.97,130.74,139.49,6.36,9.87,106.65,24.1,24.1,2.67,0.7,4.51,True,True,2.0,yt_05_000300.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,300,Neutral Standing,12.0
142.16,132.39,111.39,81.05,11.89,10.44,160.82,6.68,6.68,23.12,0.7,1.76,True,True,2.0,yt_05_000350.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,350,Neutral Standing,14.0
82.99,122.57,109.41,101.98,10.95,11.3,177.15,35.18,35.18,33.84,0.7,0.68,True,True,2.0,yt_05_000400.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,400,Neutral Standing,16.0
73.64,131.21,112.99,105.21,12.22,12.66,179.7,4.7,4.7,25.96,0.7,0.65,True,True,2.0,yt_05_000450.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,450,Neutral Standing,18.0
167.77,120.36,53.77,9.89,1.36,10.12,171.23,3.1,3.1,50.64,0.7,0.38,True,True,2.0,yt_05_000500.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,500,Neutral Standing,20.0
149.66,174.29,165.42,160.41,21.15,10.18,168.6,62.51,62.51,26.19,0.7,9.72,True,True,2.0,yt_05_000550.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,550,Neutral Standing,22.0
162.5,168.25,140.23,143.16,32.92,11.66,39.44,50.84,50.84,15.74,0.7,7.56,True,True,2.0,yt_05_000600.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,600,Neutral Standing,24.0
154.68,150.99,96.05,92.82,23.94,10.96,68.35,46.24,46.24,53.57,0.7,4.93,True,True,2.0,yt_05_000650.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,650,Neutral Standing,26.0
170.26,139.67,78.96,81.31,8.75,11.88,97.41,59.26,59.26,61.32,0.7,3.15,True,True,2.0,yt_05_000700.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,700,Neutral Standing,28.0
165.45,139.94,118.41,109.48,16.45,11.21,114.78,59.49,59.49,60.77,0.7,0.86,True,True,2.0,yt_05_002200.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2200,Neutral Standing,88.0
172.58,149.51,93.35,92.83,4.77,11.58,56.96,53.37,53.37,54.81,0.7,3.98,True,True,2.0,yt_05_002250.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2250,Neutral Standing,90.0
152.45,138.07,110.44,119.07,6.8,11.39,133.77,50.28,50.28,35.75,0.7,1.3,True,True,2.0,yt_05_002300.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2300,Neutral Standing,92.0
72.07,139.71,115.06,136.81,9.04,10.26,157.43,3.02,3.02,28.98,0.7,1.12,True,True,2.0,yt_05_002350.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2350,Neutral Standing,94.0
152.51,124.74,97.76,71.44,8.59,9.31,155.58,9.39,9.39,18.09,0.7,0.52,True,True,2.0,yt_05_002400.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2400,Neutral Standing,96.0
114.25,120.15,125.15,113.56,0.11,10.58,167.26,14.72,14.72,36.1,0.7,1.02,True,True,2.0,yt_05_002450.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2450,Neutral Standing,98.0
100.24,119.69,121.97,109.86,8.62,10.69,165.56,21.26,21.26,40.01,0.7,1.23,True,True,2.0,yt_05_002500.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2500,Neutral Standing,100.0
110.11,120.17,151.16,113.09,13.38,10.79,165.3,16.58,16.58,39.67,0.7,1.09,True,True,2.0,yt_05_002550.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2550,Neutral Standing,102.0
70.71,119.31,119.08,111.35,7.06,10.48,164.02,37.55,37.55,40.44,0.7,1.49,True,True,2.0,yt_05_002600.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2600,Neutral Standing,104.0
108.75,129.58,110.1,108.98,2.55,11.35,174.11,21.26,21.26,38.51,0.7,1.72,True,True,2.0,yt_05_002650.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2650,Neutral Standing,106.0
101.6,127.37,105.78,107.14,1.23,11.96,160.73,14.33,14.33,44.36,0.7,0.85,True,True,2.0,yt_05_002700.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2700,Neutral Standing,108.0
106.44,127.99,108.75,106.13,0.82,11.89,171.28,11.06,11.06,43.76,0.7,1.08,True,True,2.0,yt_05_002750.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2750,Neutral Standing,110.0
172.47,122.05,98.13,50.91,14.2,12.44,177.1,8.44,8.44,6.13,0.7,1.38,True,True,2.0,yt_05_002800.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2800,Neutral Standing,112.0
176.32,120.25,77.66,25.08,12.1,11.68,170.99,14.1,14.1,12.78,0.7,0.81,True,True,2.0,yt_05_002850.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2850,Neutral Standing,114.0
176.46,120.26,77.62,25.05,12.16,11.66,170.88,14.13,14.13,12.74,0.7,0.82,True,True,2.0,yt_05_002900.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2900,Neutral Standing,116.0
171.26,122.53,81.31,28.76,12.56,12.09,170.0,17.13,17.13,16.44,0.7,1.36,True,True,2.0,yt_05_002950.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,2950,Neutral Standing,118.0
176.1,149.22,105.73,138.75,25.88,10.03,167.95,59.77,59.77,30.91,0.7,4.56,True,True,2.0,yt_05_003000.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3000,Neutral Standing,120.0
168.97,172.68,131.58,138.23,25.16,9.93,153.27,51.15,51.15,34.28,0.7,11.26,True,True,2.0,yt_05_003050.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3050,Neutral Standing,122.0
169.72,171.64,132.89,139.5,29.12,9.99,148.21,57.38,57.38,31.21,0.7,10.93,True,True,2.0,yt_05_003100.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3100,Neutral Standing,124.0
171.75,171.25,129.82,138.38,30.62,9.85,149.52,57.21,57.21,34.49,0.7,10.59,True,True,2.0,yt_05_003150.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3150,Neutral Standing,126.0
140.84,148.78,157.9,133.21,13.58,9.72,153.86,55.98,55.98,24.67,0.7,5.18,True,True,2.0,yt_05_003200.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3200,Neutral Standing,128.0
163.01,160.6,133.72,130.88,13.17,11.33,58.56,40.7,40.7,31.96,0.7,5.37,True,True,2.0,yt_05_003250.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3250,Neutral Standing,130.0
163.45,140.43,114.34,115.45,13.44,11.13,123.83,51.34,51.34,33.32,0.7,2.15,True,True,2.0,yt_05_003300.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3300,Neutral Standing,132.0
149.29,134.03,106.69,91.34,23.76,12.4,110.79,51.83,51.83,62.8,0.7,0.58,True,True,2.0,yt_05_003350.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3350,Neutral Standing,134.0
165.85,138.04,102.52,99.92,12.8,11.45,87.01,50.86,50.86,58.34,0.7,1.68,True,True,2.0,yt_05_003400.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3400,Neutral Standing,136.0
162.21,138.69,92.65,98.47,15.56,11.59,125.27,50.63,50.63,52.21,0.7,2.14,True,True,2.0,yt_05_003450.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3450,Neutral Standing,138.0
174.72,129.43,97.12,75.89,9.24,10.25,119.11,71.83,71.83,57.24,0.7,0.86,True,True,2.0,yt_05_003500.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3500,Neutral Standing,140.0
176.43,145.27,71.66,87.02,6.77,10.67,130.35,53.74,53.74,57.22,0.7,3.63,True,True,2.0,yt_05_003600.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3600,Neutral Standing,144.0
170.81,141.7,101.01,105.52,14.83,11.57,70.88,57.95,57.95,56.7,0.7,2.88,True,True,2.0,yt_05_003650.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3650,Neutral Standing,146.0
164.77,136.38,114.55,79.87,23.18,12.34,125.07,59.36,59.36,60.06,0.7,1.38,True,True,2.0,yt_05_003700.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3700,Neutral Standing,148.0
166.62,134.32,117.3,83.46,23.12,11.94,95.75,65.89,65.89,59.19,0.7,0.81,True,True,2.0,yt_05_003750.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3750,Neutral Standing,150.0
165.26,134.11,117.38,84.91,26.98,11.97,105.05,64.16,64.16,63.05,0.7,0.55,True,True,2.0,yt_05_003800.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3800,Neutral Standing,152.0
165.05,136.53,104.51,105.18,21.56,12.22,117.03,59.87,59.87,68.13,0.7,1.45,True,True,2.0,yt_05_003850.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3850,Neutral Standing,154.0
165.28,139.97,105.23,98.82,10.73,11.89,96.44,53.7,53.7,63.07,0.7,2.13,True,True,2.0,yt_05_003900.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,3900,Neutral Standing,156.0
113.2,161.05,48.72,80.7,1.17,0.6,168.45,0.19,0.19,3.03,0.7,0.16,True,True,2.0,yt_05_004250.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,4250,Neutral Standing,170.0
112.1,161.44,48.08,74.6,1.26,0.6,169.9,0.25,0.25,3.05,0.7,0.16,True,True,2.0,yt_05_004300.jpg,Ergonomic workplace analysis - Tutorial Video.mp4,4300,Neutral Standing,172.0
114.13,173.41,9.14,47.3,27.13,4.68,161.21,15.67,15.67,20.81,0.7,1.61,True,True,2.0,yt_06_000177.jpg,Five Steps For Ergonomic Workstation Design.mp4,177,Neutral Standing,5.91
14.47,18.3,24.17,33.56,26.24,8.4,164.0,50.27,50.27,19.42,0.7,11.23,True,True,2.0,yt_06_000236.jpg,Five Steps For Ergonomic Workstation Design.mp4,236,Neutral Standing,7.87
92.87,159.55,16.78,146.26,21.95,15.45,170.0,41.39,41.39,91.16,0.7,7.52,True,True,2.0,yt_06_000354.jpg,Five Steps For Ergonomic Workstation Design.mp4,354,Neutral Standing,11.81
33.42,22.63,0.99,5.2,5.16,5.33,25.67,1.59,1.59,9.25,0.7,0.78,True,True,2.0,yt_06_000472.jpg,Five Steps For Ergonomic Workstation Design.mp4,472,Neutral Standing,15.75
105.58,158.38,113.02,141.47,169.48,22.76,173.06,57.39,57.39,51.46,0.7,32.31,True,True,2.0,yt_06_000649.jpg,Five Steps For Ergonomic Workstation Design.mp4,649,Neutral Standing,21.65
96.73,178.9,121.54,135.67,2.79,13.05,76.56,57.44,57.44,46.86,0.7,3.43,True,True,2.0,yt_06_000708.jpg,Five Steps For Ergonomic Workstation Design.mp4,708,Neutral Standing,23.62
100.39,179.35,126.6,125.11,5.24,12.63,106.01,51.92,51.92,42.33,0.7,3.65,True,True,2.0,yt_06_000767.jpg,Five Steps For Ergonomic Workstation Design.mp4,767,Neutral Standing,25.59
65.48,143.58,132.85,141.13,5.84,16.14,173.76,32.9,32.9,68.46,0.7,2.35,True,True,2.0,yt_06_000826.jpg,Five Steps For Ergonomic Workstation Design.mp4,826,Neutral Standing,27.56
70.73,132.55,122.16,116.82,25.51,14.42,163.26,77.1,77.1,85.53,0.7,1.64,True,True,2.0,yt_06_000885.jpg,Five Steps For Ergonomic Workstation Design.mp4,885,Neutral Standing,29.53
112.47,151.53,158.66,158.62,6.06,12.74,107.5,26.64,26.64,29.47,0.7,0.22,True,True,2.0,yt_06_000944.jpg,Five Steps For Ergonomic Workstation Design.mp4,944,Neutral Standing,31.5
127.7,90.02,0.02,1.78,25.47,11.18,116.18,3.43,3.43,26.25,0.7,7.39,True,True,2.0,yt_06_001062.jpg,Five Steps For Ergonomic Workstation Design.mp4,1062,Neutral Standing,35.44
149.36,115.02,112.97,82.63,4.49,15.32,147.01,2.95,2.95,32.39,0.7,2.71,True,True,2.0,yt_06_001121.jpg,Five Steps For Ergonomic Workstation Design.mp4,1121,Neutral Standing,37.4
95.12,176.56,174.29,178.16,7.79,11.95,165.75,54.38,54.38,31.64,0.7,2.55,True,True,2.0,yt_06_001239.jpg,Five Steps For Ergonomic Workstation Design.mp4,1239,Neutral Standing,41.34
95.25,176.73,174.59,177.5,7.65,11.98,165.51,54.45,54.45,32.7,0.7,2.6,True,True,2.0,yt_06_001298.jpg,Five Steps For Ergonomic Workstation Design.mp4,1298,Neutral Standing,43.31
125.8,165.37,156.12,154.75,8.87,12.75,161.41,6.78,6.78,12.18,0.7,0.92,True,True,2.0,yt_06_001357.jpg,Five Steps For Ergonomic Workstation Design.mp4,1357,Neutral Standing,45.28
73.39,134.85,152.08,159.01,6.96,9.25,71.52,40.03,40.03,42.94,0.7,0.29,True,True,2.0,yt_06_001416.jpg,Five Steps For Ergonomic Workstation Design.mp4,1416,Neutral Standing,47.25
72.21,134.24,158.39,159.75,3.59,9.55,62.64,42.99,42.99,42.68,0.7,0.6,True,True,2.0,yt_06_001475.jpg,Five Steps For Ergonomic Workstation Design.mp4,1475,Neutral Standing,49.22
72.09,128.2,144.27,130.87,16.89,8.44,98.35,39.28,39.28,33.68,0.7,0.8,True,True,2.0,yt_06_001534.jpg,Five Steps For Ergonomic Workstation Design.mp4,1534,Neutral Standing,51.18
178.32,123.47,141.43,79.67,5.07,11.77,142.57,51.68,51.68,21.87,0.7,3.04,True,True,2.0,yt_06_001947.jpg,Five Steps For Ergonomic Workstation Design.mp4,1947,Neutral Standing,64.96
164.58,117.02,116.3,94.14,11.16,15.26,41.78,14.83,14.83,8.11,0.7,0.4,True,True,2.0,yt_06_002006.jpg,Five Steps For Ergonomic Workstation Design.mp4,2006,Neutral Standing,66.93
141.11,171.82,91.87,126.63,4.88,6.26,150.33,17.35,17.35,5.96,0.7,8.14,True,True,2.0,yt_06_002301.jpg,Five Steps For Ergonomic Workstation Design.mp4,2301,Neutral Standing,76.78
98.55,143.34,142.26,137.03,6.77,15.7,119.99,52.14,52.14,81.04,0.7,0.86,True,True,2.0,yt_06_002537.jpg,Five Steps For Ergonomic Workstation Design.mp4,2537,Neutral Standing,84.65
101.66,142.28,145.79,140.48,5.88,15.39,67.33,47.96,47.96,89.12,0.7,0.63,True,True,2.0,yt_06_002596.jpg,Five Steps For Ergonomic Workstation Design.mp4,2596,Neutral Standing,86.62
94.83,145.46,153.21,141.92,2.96,15.56,144.64,48.63,48.63,82.4,0.7,0.29,True,True,2.0,yt_06_002655.jpg,Five Steps For Ergonomic Workstation Design.mp4,2655,Neutral Standing,88.59
159.97,158.57,161.13,56.1,16.68,17.39,153.98,52.2,52.2,122.51,0.7,6.78,True,True,2.0,yt_06_002714.jpg,Five Steps For Ergonomic Workstation Design.mp4,2714,Neutral Standing,90.56
29.48,77.12,131.29,128.32,7.93,10.31,158.62,1.05,1.05,40.48,0.7,9.7,True,True,2.0,yt_06_002773.jpg,Five Steps For Ergonomic Workstation Design.mp4,2773,Neutral Standing,92.53
69.64,19.56,89.94,92.41,14.35,13.15,174.5,10.81,10.81,15.5,0.7,25.01,True,True,2.0,yt_06_002832.jpg,Five Steps For Ergonomic Workstation Design.mp4,2832,Neutral Standing,94.49
94.02,163.61,94.56,84.64,16.14,11.38,166.55,31.84,31.84,27.04,0.7,18.48,True,True,2.0,yt_06_002950.jpg,Five Steps For Ergonomic Workstation Design.mp4,2950,Neutral Standing,98.43
23.02,25.7,116.94,111.65,18.69,13.47,178.16,61.78,61.78,11.09,0.7,20.79,True,True,2.0,yt_06_003009.jpg,Five Steps For Ergonomic Workstation Design.mp4,3009,Neutral Standing,100.4
107.43,171.65,57.19,168.19,12.94,9.92,178.82,29.9,29.9,51.52,0.7,15.74,True,True,2.0,yt_06_003068.jpg,Five Steps For Ergonomic Workstation Design.mp4,3068,Neutral Standing,102.37
65.6,106.62,104.36,89.26,15.84,12.94,64.41,12.43,12.43,49.42,0.7,15.36,True,True,2.0,yt_06_003245.jpg,Five Steps For Ergonomic Workstation Design.mp4,3245,Neutral Standing,108.27
173.71,158.04,131.2,139.71,80.77,15.08,108.73,36.45,36.45,51.55,0.7,23.32,True,True,2.0,yt_06_003304.jpg,Five Steps For Ergonomic Workstation Design.mp4,3304,Neutral Standing,110.24
82.14,47.7,52.31,0.07,118.9,19.89,167.4,69.86,69.86,54.76,0.7,29.16,True,True,2.0,yt_06_003363.jpg,Five Steps For Ergonomic Workstation Design.mp4,3363,Neutral Standing,112.21
0.23,75.88,56.55,148.35,30.25,11.54,133.08,46.16,46.16,32.83,0.7,0.18,True,True,2.0,yt_06_003422.jpg,Five Steps For Ergonomic Workstation Design.mp4,3422,Neutral Standing,114.18
153.07,79.94,74.5,52.8,77.74,24.65,145.95,51.83,51.83,195.3,0.7,22.36,True,True,2.0,yt_06_003540.jpg,Five Steps For Ergonomic Workstation Design.mp4,3540,Neutral Standing,118.12
71.96,50.32,10.24,3.52,13.8,9.0,164.97,1.33,1.33,12.03,0.7,1.89,True,True,2.0,yt_06_003599.jpg,Five Steps For Ergonomic Workstation Design.mp4,3599,Neutral Standing,120.09
121.0,122.54,167.39,134.68,0.9,6.93,51.01,22.36,22.36,4.73,0.7,8.85,True,True,2.0,yt_06_003658.jpg,Five Steps For Ergonomic Workstation Design.mp4,3658,Neutral Standing,122.06
8.39,57.92,82.72,91.71,28.14,13.29,94.22,62.01,62.01,24.58,0.7,17.45,True,True,2.0,yt_06_003717.jpg,Five Steps For Ergonomic Workstation Design.mp4,3717,Neutral Standing,124.02
