path,video,frame_name,auto_task,auto_risk,confidence,human_task,human_risk,quality,notes
data\diverse_training_data\frames\yt_05_002850.jpg,,yt_05_002850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002900.jpg,,yt_05_002900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_002950.jpg,,yt_05_002950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003000.jpg,,yt_05_003000.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003050.jpg,,yt_05_003050.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003100.jpg,,yt_05_003100.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003150.jpg,,yt_05_003150.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003200.jpg,,yt_05_003200.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003250.jpg,,yt_05_003250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003300.jpg,,yt_05_003300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003350.jpg,,yt_05_003350.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003400.jpg,,yt_05_003400.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003450.jpg,,yt_05_003450.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003500.jpg,,yt_05_003500.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003600.jpg,,yt_05_003600.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003650.jpg,,yt_05_003650.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003700.jpg,,yt_05_003700.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003750.jpg,,yt_05_003750.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003800.jpg,,yt_05_003800.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003850.jpg,,yt_05_003850.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_003900.jpg,,yt_05_003900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_004250.jpg,,yt_05_004250.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_05_004300.jpg,,yt_05_004300.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_000177.jpg,,yt_06_000177.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_000236.jpg,,yt_06_000236.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_000354.jpg,,yt_06_000354.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_000472.jpg,,yt_06_000472.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_000649.jpg,,yt_06_000649.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_000708.jpg,,yt_06_000708.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_000767.jpg,,yt_06_000767.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_000826.jpg,,yt_06_000826.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_000885.jpg,,yt_06_000885.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_000944.jpg,,yt_06_000944.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_001062.jpg,,yt_06_001062.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_001121.jpg,,yt_06_001121.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_001239.jpg,,yt_06_001239.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_001298.jpg,,yt_06_001298.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_001357.jpg,,yt_06_001357.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_001416.jpg,,yt_06_001416.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_001475.jpg,,yt_06_001475.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_001534.jpg,,yt_06_001534.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_001947.jpg,,yt_06_001947.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_002006.jpg,,yt_06_002006.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_002301.jpg,,yt_06_002301.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_002537.jpg,,yt_06_002537.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_002596.jpg,,yt_06_002596.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_002655.jpg,,yt_06_002655.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_002714.jpg,,yt_06_002714.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_002773.jpg,,yt_06_002773.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_002832.jpg,,yt_06_002832.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_002950.jpg,,yt_06_002950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_003009.jpg,,yt_06_003009.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_003068.jpg,,yt_06_003068.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_003245.jpg,,yt_06_003245.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_003304.jpg,,yt_06_003304.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_003363.jpg,,yt_06_003363.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_003422.jpg,,yt_06_003422.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_003540.jpg,,yt_06_003540.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_003599.jpg,,yt_06_003599.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_003658.jpg,,yt_06_003658.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_003717.jpg,,yt_06_003717.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_003776.jpg,,yt_06_003776.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_003835.jpg,,yt_06_003835.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_004071.jpg,,yt_06_004071.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_004130.jpg,,yt_06_004130.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_004189.jpg,,yt_06_004189.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_004248.jpg,,yt_06_004248.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_004307.jpg,,yt_06_004307.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_004366.jpg,,yt_06_004366.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_004425.jpg,,yt_06_004425.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_004543.jpg,,yt_06_004543.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_004602.jpg,,yt_06_004602.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_004661.jpg,,yt_06_004661.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_005074.jpg,,yt_06_005074.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_005133.jpg,,yt_06_005133.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_005369.jpg,,yt_06_005369.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_06_005428.jpg,,yt_06_005428.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000236.jpg,,yt_07_000236.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000295.jpg,,yt_07_000295.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000354.jpg,,yt_07_000354.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000413.jpg,,yt_07_000413.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000472.jpg,,yt_07_000472.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000531.jpg,,yt_07_000531.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000590.jpg,,yt_07_000590.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000649.jpg,,yt_07_000649.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000708.jpg,,yt_07_000708.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000767.jpg,,yt_07_000767.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000826.jpg,,yt_07_000826.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000885.jpg,,yt_07_000885.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_000944.jpg,,yt_07_000944.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001003.jpg,,yt_07_001003.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001062.jpg,,yt_07_001062.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001121.jpg,,yt_07_001121.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001180.jpg,,yt_07_001180.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001239.jpg,,yt_07_001239.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001298.jpg,,yt_07_001298.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001357.jpg,,yt_07_001357.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001416.jpg,,yt_07_001416.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001475.jpg,,yt_07_001475.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001534.jpg,,yt_07_001534.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001593.jpg,,yt_07_001593.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001652.jpg,,yt_07_001652.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001711.jpg,,yt_07_001711.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001770.jpg,,yt_07_001770.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001829.jpg,,yt_07_001829.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001888.jpg,,yt_07_001888.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_001947.jpg,,yt_07_001947.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002006.jpg,,yt_07_002006.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002065.jpg,,yt_07_002065.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002124.jpg,,yt_07_002124.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002183.jpg,,yt_07_002183.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002242.jpg,,yt_07_002242.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002301.jpg,,yt_07_002301.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002360.jpg,,yt_07_002360.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002419.jpg,,yt_07_002419.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002478.jpg,,yt_07_002478.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002537.jpg,,yt_07_002537.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002596.jpg,,yt_07_002596.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002655.jpg,,yt_07_002655.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_002950.jpg,,yt_07_002950.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_003009.jpg,,yt_07_003009.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_003068.jpg,,yt_07_003068.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_003127.jpg,,yt_07_003127.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_07_003186.jpg,,yt_07_003186.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_000059.jpg,,yt_08_000059.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_000118.jpg,,yt_08_000118.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_000177.jpg,,yt_08_000177.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_000236.jpg,,yt_08_000236.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_000295.jpg,,yt_08_000295.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_000413.jpg,,yt_08_000413.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_000590.jpg,,yt_08_000590.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_000649.jpg,,yt_08_000649.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_000708.jpg,,yt_08_000708.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_000767.jpg,,yt_08_000767.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_000826.jpg,,yt_08_000826.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_000885.jpg,,yt_08_000885.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_001003.jpg,,yt_08_001003.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_001062.jpg,,yt_08_001062.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_001121.jpg,,yt_08_001121.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_001239.jpg,,yt_08_001239.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_001475.jpg,,yt_08_001475.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_001593.jpg,,yt_08_001593.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_001652.jpg,,yt_08_001652.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_001711.jpg,,yt_08_001711.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_001770.jpg,,yt_08_001770.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_001829.jpg,,yt_08_001829.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_001888.jpg,,yt_08_001888.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_001947.jpg,,yt_08_001947.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_002006.jpg,,yt_08_002006.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_002065.jpg,,yt_08_002065.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_002183.jpg,,yt_08_002183.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_002242.jpg,,yt_08_002242.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_002301.jpg,,yt_08_002301.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_08_002360.jpg,,yt_08_002360.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_000059.jpg,,yt_09_000059.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_000177.jpg,,yt_09_000177.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_000236.jpg,,yt_09_000236.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_000295.jpg,,yt_09_000295.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_000472.jpg,,yt_09_000472.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_000531.jpg,,yt_09_000531.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_000590.jpg,,yt_09_000590.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_000649.jpg,,yt_09_000649.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_000708.jpg,,yt_09_000708.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_000767.jpg,,yt_09_000767.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_000885.jpg,,yt_09_000885.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_000944.jpg,,yt_09_000944.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001003.jpg,,yt_09_001003.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001062.jpg,,yt_09_001062.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001121.jpg,,yt_09_001121.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001180.jpg,,yt_09_001180.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001239.jpg,,yt_09_001239.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001298.jpg,,yt_09_001298.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001357.jpg,,yt_09_001357.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001416.jpg,,yt_09_001416.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001475.jpg,,yt_09_001475.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001534.jpg,,yt_09_001534.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001770.jpg,,yt_09_001770.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001829.jpg,,yt_09_001829.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_001888.jpg,,yt_09_001888.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002006.jpg,,yt_09_002006.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002065.jpg,,yt_09_002065.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002124.jpg,,yt_09_002124.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002242.jpg,,yt_09_002242.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002301.jpg,,yt_09_002301.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002360.jpg,,yt_09_002360.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002419.jpg,,yt_09_002419.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002478.jpg,,yt_09_002478.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002537.jpg,,yt_09_002537.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002596.jpg,,yt_09_002596.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002655.jpg,,yt_09_002655.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002714.jpg,,yt_09_002714.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002832.jpg,,yt_09_002832.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_002891.jpg,,yt_09_002891.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003009.jpg,,yt_09_003009.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003068.jpg,,yt_09_003068.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003127.jpg,,yt_09_003127.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003245.jpg,,yt_09_003245.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003304.jpg,,yt_09_003304.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003363.jpg,,yt_09_003363.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003422.jpg,,yt_09_003422.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003481.jpg,,yt_09_003481.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003540.jpg,,yt_09_003540.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003599.jpg,,yt_09_003599.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003658.jpg,,yt_09_003658.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003717.jpg,,yt_09_003717.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003776.jpg,,yt_09_003776.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003835.jpg,,yt_09_003835.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003894.jpg,,yt_09_003894.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_003953.jpg,,yt_09_003953.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004012.jpg,,yt_09_004012.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004071.jpg,,yt_09_004071.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004248.jpg,,yt_09_004248.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004366.jpg,,yt_09_004366.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004425.jpg,,yt_09_004425.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004484.jpg,,yt_09_004484.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004543.jpg,,yt_09_004543.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004602.jpg,,yt_09_004602.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004661.jpg,,yt_09_004661.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004720.jpg,,yt_09_004720.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004779.jpg,,yt_09_004779.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004838.jpg,,yt_09_004838.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004897.jpg,,yt_09_004897.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_004956.jpg,,yt_09_004956.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_005015.jpg,,yt_09_005015.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_005074.jpg,,yt_09_005074.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_005428.jpg,,yt_09_005428.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_005487.jpg,,yt_09_005487.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_005546.jpg,,yt_09_005546.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_005605.jpg,,yt_09_005605.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_005664.jpg,,yt_09_005664.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_005723.jpg,,yt_09_005723.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_005782.jpg,,yt_09_005782.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_005900.jpg,,yt_09_005900.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006077.jpg,,yt_09_006077.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006195.jpg,,yt_09_006195.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006254.jpg,,yt_09_006254.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006313.jpg,,yt_09_006313.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006372.jpg,,yt_09_006372.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006431.jpg,,yt_09_006431.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006490.jpg,,yt_09_006490.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006549.jpg,,yt_09_006549.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006608.jpg,,yt_09_006608.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006667.jpg,,yt_09_006667.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006726.jpg,,yt_09_006726.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006785.jpg,,yt_09_006785.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006844.jpg,,yt_09_006844.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_006903.jpg,,yt_09_006903.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007021.jpg,,yt_09_007021.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007080.jpg,,yt_09_007080.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007139.jpg,,yt_09_007139.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007198.jpg,,yt_09_007198.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007257.jpg,,yt_09_007257.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007316.jpg,,yt_09_007316.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007375.jpg,,yt_09_007375.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007552.jpg,,yt_09_007552.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007611.jpg,,yt_09_007611.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007670.jpg,,yt_09_007670.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007729.jpg,,yt_09_007729.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007788.jpg,,yt_09_007788.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007847.jpg,,yt_09_007847.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007906.jpg,,yt_09_007906.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_007965.jpg,,yt_09_007965.jpg,Unknown,LOW,0,,,,
data\diverse_training_data\frames\yt_09_008024.jpg,,yt_09_008024.jpg,Unknown,LOW,0,,,,
